county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Madera County ,4/26/2020,20,20,,,
Marin County ,4/26/2020,132,96,44,,
Mariposa County,4/26/2020,44,13,,,
Mendocino County,4/26/2020,150,111,,,
Merced County,4/26/2020,85,34,,,
Modoc County,4/26/2020,,,,,
Mono County,4/26/2020,48,,,,
Monterey County,4/26/2020,142,,108,15,
Napa County ,4/26/2020,104,52,18,,
Nevada County ,4/26/2020,50,16,,,
Orange County,4/26/2020,275,86,78,78,
Placer County,4/26/2020,73,26,12,,
Plumas County,4/26/2020,,,,,
Riverside County,4/26/2020,422,303,15,15,
Sacramento County,4/26/2020,276,121,63,63,
San Benito County,4/26/2020,67,46,,,
San Bernardino County,4/26/2020,50,37,20,,20
San Diego County,4/26/2020,2029,409,44,44,
San Francisco,4/26/2020,1431,874,91,91,
San Joaquin County,4/26/2020,,,,,
San Luis Obispo County,4/26/2020,155,,14,14,
San Mateo County,4/26/2020,140,100,,,
Santa Barbara County,4/26/2020,96,44,,,
Santa Clara County,4/26/2020,660,243,105,105,
Santa Cruz County,4/26/2020,27,21,35,,
Shasta County,4/26/2020,20,,,,
Sierra County,4/26/2020,,,,,
Siskiyou County,4/26/2020,,,,,
Solano County,4/26/2020,,,,,
Sonoma County,4/26/2020,45,45,,,
Stanislaus County,4/26/2020,123,52,,,
Sutter County,4/26/2020,16,16,,,
Tehama County,4/26/2020,,,,,
Trinity County,4/26/2020,,,,,
Tulare County,4/26/2020,56,,,,
Tuolumne County,4/26/2020,,,,,
Ventura County,4/26/2020,388,271,,,
Yolo County,4/26/2020,246,212,,,
Yuba County,4/26/2020,39,18,,,
Alameda County,4/27/2020,385,354,91,91,
Alpine County,4/27/2020,,,,,
Amador County,4/27/2020,,,,,
Butte County,4/27/2020,97,97,,,
Calaveras County,4/27/2020,73,25,,,
Colusa County,4/27/2020,,,,,
Contra Costa County,4/27/2020,340,129,,,
Del Norte County,4/27/2020,,,,,
El Dorado County,4/27/2020,26,,,,
Fresno County,4/27/2020,305,250,28,28,
Glenn County,4/27/2020,,,,,
Humboldt County,4/27/2020,44,11,15,,
Imperial County,4/27/2020,36,,37,,
Inyo County,4/27/2020,,,,,
Kern County,4/27/2020,,,15,15,
Kings County,4/27/2020,,,,,
Lake County,4/27/2020,15,,,,
Lassen County,4/27/2020,,,,,
Los Angeles County,4/27/2020,3292,1102,658,649,
Madera County ,4/27/2020,20,20,,,
Marin County ,4/27/2020,132,96,44,,
Mariposa County,4/27/2020,44,13,,,
Mendocino County,4/27/2020,160,121,,,
Merced County,4/27/2020,85,35,,,
Modoc County,4/27/2020,,,,,
Mono County,4/27/2020,48,,,,
Monterey County,4/27/2020,142,,108,15,
Napa County ,4/27/2020,104,52,18,12,
Nevada County ,4/27/2020,50,16,,,
Orange County,4/27/2020,275,94,78,78,
Placer County,4/27/2020,73,26,12,,
Plumas County,4/27/2020,,,,,
Riverside County,4/27/2020,422,303,15,15,
Sacramento County,4/27/2020,276,121,63,63,
San Benito County,4/27/2020,67,49,,,
San Bernardino County,4/27/2020,50,37,20,,20
San Diego County,4/27/2020,2029,409,44,44,
San Francisco,4/27/2020,1805,880,91,91,
San Joaquin County,4/27/2020,,,,,
San Luis Obispo County,4/27/2020,155,,14,14,
San Mateo County,4/27/2020,140,107,,,
Santa Barbara County,4/27/2020,101,49,,,
Santa Clara County,4/27/2020,660,249,105,105,
Santa Cruz County,4/27/2020,27,21,35,,
Shasta County,4/27/2020,20,,,,
Sierra County,4/27/2020,,,,,
Siskiyou County,4/27/2020,,,,,
Solano County,4/27/2020,48,,,,
Sonoma County,4/27/2020,45,45,,,
Stanislaus County,4/27/2020,121,50,,,
Sutter County,4/27/2020,16,16,,,
Tehama County,4/27/2020,,,,,
Trinity County,4/27/2020,,,,,
Tulare County,4/27/2020,56,,,,
Tuolumne County,4/27/2020,50,,,,
Ventura County,4/27/2020,388,279,,,
Yolo County,4/27/2020,246,214,,,
Yuba County,4/27/2020,31,17,,,
Wilton Rancheria Tribe,4/27/2020,,,,,
Alameda County,4/28/2020,385,354,91,91,
Alpine County,4/28/2020,,,,,
Amador County,4/28/2020,,,,,
Butte County,4/28/2020,99,99,,,
Calaveras County,4/28/2020,73,25,,,
Colusa County,4/28/2020,,,,,
Contra Costa County,4/28/2020,444,219,,,
Del Norte County,4/28/2020,,,,,
El Dorado County,4/28/2020,26,,,,
Fresno County,4/28/2020,305,250,28,28,
Glenn County,4/28/2020,,,,,
Humboldt County,4/28/2020,64,34,15,,
Imperial County,4/28/2020,,,37,,
Inyo County,4/28/2020,,,,,
Kern County,4/28/2020,,,15,15,
Kings County,4/28/2020,,,,,
Lake County,4/28/2020,15,,,,
Lassen County,4/28/2020,13,13,,,
Los Angeles County,4/28/2020,3292,1334,658,649,
Madera County ,4/28/2020,33,33,,,
Marin County ,4/28/2020,132,96,44,,
Mariposa County,4/28/2020,44,14,,,
Mendocino County,4/28/2020,163,124,,,
Merced County,4/28/2020,100,38,,,
Modoc County,4/28/2020,,,,,
Mono County,4/28/2020,,,,,
Monterey County,4/28/2020,142,,108,15,
Napa County ,4/28/2020,104,52,18,12,
Nevada County ,4/28/2020,50,16,,,
Orange County,4/28/2020,402,117,78,78,
Placer County,4/28/2020,73,26,12,12,
Plumas County,4/28/2020,,,,,
Riverside County,4/28/2020,248,248,15,15,
Sacramento County,4/28/2020,276,128,63,63,
San Benito County,4/28/2020,67,62,,,
San Bernardino County,4/28/2020,50,37,20,,20
San Diego County,4/28/2020,2029,409,44,44,
San Francisco,4/28/2020,1805,887,91,91,
San Joaquin County,4/28/2020,,,,,
San Luis Obispo County,4/28/2020,155,,14,14,
San Mateo County,4/28/2020,142,113,,,
Santa Barbara County,4/28/2020,100,53,,,
Santa Clara County,4/28/2020,660,213,105,105,
Santa Cruz County,4/28/2020,27,22,35,,
Shasta County,4/28/2020,20,,,,
Sierra County,4/28/2020,,,,,
Siskiyou County,4/28/2020,,,,,
Solano County,4/28/2020,48,,,,
Sonoma County,4/28/2020,45,45,,,
Stanislaus County,4/28/2020,121,48,,,
Sutter County,4/28/2020,18,18,,,
Tehama County,4/28/2020,,,,,
Trinity County,4/28/2020,,,,,
Tulare County,4/28/2020,56,,,,
Tuolumne County,4/28/2020,50,,,,
Ventura County,4/28/2020,388,271,,,
Yolo County,4/28/2020,246,220,,,
Yuba County,4/28/2020,29,17,,,
Wilton Rancheria Tribe,4/28/2020,,,,,
Alameda County,4/29/2020,385,340,91,91,
Alpine County,4/29/2020,,,,,
Amador County,4/29/2020,,,,,
Butte County,4/29/2020,99,99,,,
Calaveras County,4/29/2020,73,25,,,
Colusa County,4/29/2020,,,,,
Contra Costa County,4/29/2020,444,230,,,
Del Norte County,4/29/2020,,,,,
El Dorado County,4/29/2020,26,,,,
Fresno County,4/29/2020,305,250,28,28,
Glenn County,4/29/2020,,,,,
Humboldt County,4/29/2020,64,35,15,,
Imperial County,4/29/2020,,,37,,
Inyo County,4/29/2020,,,,,
Kern County,4/29/2020,,,15,15,
Kings County,4/29/2020,,,,,
Lake County,4/29/2020,15,,,,
Lassen County,4/29/2020,13,13,,,
Los Angeles County,4/29/2020,3292,1334,658,649,
Madera County ,4/29/2020,33,33,,,
Marin County ,4/29/2020,169,96,44,,
Mariposa County,4/29/2020,44,14,,,
Mendocino County,4/29/2020,176,137,,,
Merced County,4/29/2020,100,45,,,
Modoc County,4/29/2020,,,,,
Mono County,4/29/2020,,,,,
Monterey County,4/29/2020,142,,108,15,
Napa County ,4/29/2020,104,52,18,12,
Nevada County ,4/29/2020,50,16,,,
Orange County,4/29/2020,402,117,78,78,
Placer County,4/29/2020,73,16,12,12,
Plumas County,4/29/2020,,,,,
Riverside County,4/29/2020,252,252,15,15,
Sacramento County,4/29/2020,276,128,63,63,
San Benito County,4/29/2020,67,62,,,
San Bernardino County,4/29/2020,50,37,20,,20
San Diego County,4/29/2020,2029,409,44,44,
San Francisco,4/29/2020,1805,890,91,91,
San Joaquin County,4/29/2020,,,,,
San Luis Obispo County,4/29/2020,155,,14,14,
San Mateo County,4/29/2020,142,118,,,
Santa Barbara County,4/29/2020,100,59,,,
Santa Clara County,4/29/2020,660,211,105,105,
Santa Cruz County,4/29/2020,27,22,35,,
Shasta County,4/29/2020,20,11,,,
Sierra County,4/29/2020,,,,,
Siskiyou County,4/29/2020,,,,,
Solano County,4/29/2020,48,,,,
Sonoma County,4/29/2020,45,45,,,
Stanislaus County,4/29/2020,121,62,,,
Sutter County,4/29/2020,18,18,,,
Tehama County,4/29/2020,,,,,
Trinity County,4/29/2020,,,,,
Tulare County,4/29/2020,56,,,,
Tuolumne County,4/29/2020,50,,,,
Ventura County,4/29/2020,388,273,,,
Yolo County,4/29/2020,246,224,,,
Yuba County,4/29/2020,26,17,,,
Wilton Rancheria Tribe,4/29/2020,,,,,
Bishop Paiute Tribal Council,4/29/2020,,,,,
Alameda County,4/30/2020,385,338,91,91,
Alpine County,4/30/2020,,,,,
Amador County,4/30/2020,,,,,
Butte County,4/30/2020,99,99,,,
Calaveras County,4/30/2020,73,25,,,
Colusa County,4/30/2020,,,,,
Contra Costa County,4/30/2020,444,231,,,
Del Norte County,4/30/2020,,,,,
El Dorado County,4/30/2020,26,,,,
Fresno County,4/30/2020,305,250,28,28,
Glenn County,4/30/2020,,,,,
Humboldt County,4/30/2020,64,35,15,,
Imperial County,4/30/2020,,,37,,
Inyo County,4/30/2020,,,,,
Kern County,4/30/2020,,,15,15,
Kings County,4/30/2020,,,,,
Lake County,4/30/2020,15,,,,
Lassen County,4/30/2020,13,13,,,
Los Angeles County,4/30/2020,3292,1334,658,649,
Madera County ,4/30/2020,33,33,,,
Marin County ,4/30/2020,169,93,44,,
Mariposa County,4/30/2020,44,14,,,
Mendocino County,4/30/2020,176,137,,,
Merced County,4/30/2020,100,55,,,
Modoc County,4/30/2020,,,,,
Mono County,4/30/2020,,,,,
Monterey County,4/30/2020,142,,108,15,
Napa County ,4/30/2020,97,53,18,12,
Nevada County ,4/30/2020,50,16,,,
Orange County,4/30/2020,402,135,78,78,
Placer County,4/30/2020,73,19,12,12,
Plumas County,4/30/2020,,,,,
Riverside County,4/30/2020,254,254,15,15,
Sacramento County,4/30/2020,275,168,63,63,
San Benito County,4/30/2020,67,48,,,
San Bernardino County,4/30/2020,50,37,20,,20
San Diego County,4/30/2020,2029,409,44,44,
San Francisco,4/30/2020,1807,906,91,91,
San Joaquin County,4/30/2020,,,,,
San Luis Obispo County,4/30/2020,155,,14,14,
San Mateo County,4/30/2020,144,124,,,
Santa Barbara County,4/30/2020,100,61,,,
Santa Clara County,4/30/2020,660,211,105,105,
Santa Cruz County,4/30/2020,63,37,35,,
Shasta County,4/30/2020,20,11,,,
Sierra County,4/30/2020,,,,,
Siskiyou County,4/30/2020,,,,,
Solano County,4/30/2020,48,,,,
Sonoma County,4/30/2020,45,45,,,
Stanislaus County,4/30/2020,121,62,,,
Sutter County,4/30/2020,18,18,,,
Tehama County,4/30/2020,,,,,
Trinity County,4/30/2020,,,,,
Tulare County,4/30/2020,56,,,,
Tuolumne County,4/30/2020,50,,,,
Ventura County,4/30/2020,388,278,,,
Yolo County,4/30/2020,246,225,,,
Yuba County,4/30/2020,26,17,,,
Wilton Rancheria Tribe,4/30/2020,,,,,
Bishop Paiute Tribal Council,4/30/2020,,,,,
Alameda County,5/1/2020,385,343,91,91,
Alpine County,5/1/2020,,,,,
Amador County,5/1/2020,,,,,
Butte County,5/1/2020,96,96,,,
Calaveras County,5/1/2020,73,25,,,
Colusa County,5/1/2020,,,,,
Contra Costa County,5/1/2020,444,236,,,
Del Norte County,5/1/2020,,,,,
El Dorado County,5/1/2020,26,,,,
Fresno County,5/1/2020,305,250,28,28,
Glenn County,5/1/2020,,,,,
Humboldt County,5/1/2020,64,35,15,,
Imperial County,5/1/2020,,,37,,
Inyo County,5/1/2020,,,,,
Kern County,5/1/2020,,,15,15,
Kings County,5/1/2020,,,,,
Lake County,5/1/2020,15,,,,
Lassen County,5/1/2020,13,13,,,
Los Angeles County,5/1/2020,3292,1713,658,649,
Madera County ,5/1/2020,20,20,,,
Marin County ,5/1/2020,169,98,44,,
Mariposa County,5/1/2020,44,13,,,
Mendocino County,5/1/2020,170,131,,,
Merced County,5/1/2020,112,61,,,
Modoc County,5/1/2020,,,,,
Mono County,5/1/2020,,,,,
Monterey County,5/1/2020,142,,108,15,
Napa County ,5/1/2020,97,53,18,12,
Nevada County ,5/1/2020,50,14,,,
Orange County,5/1/2020,402,137,78,78,
Placer County,5/1/2020,73,19,12,12,
Plumas County,5/1/2020,,,,,
Riverside County,5/1/2020,258,258,15,15,
Sacramento County,5/1/2020,275,168,63,63,
San Benito County,5/1/2020,67,44,,,
San Bernardino County,5/1/2020,50,37,20,,20
San Diego County,5/1/2020,2029,409,44,44,
San Francisco,5/1/2020,1795,895,91,91,
San Joaquin County,5/1/2020,,,,,
San Luis Obispo County,5/1/2020,155,,14,14,
San Mateo County,5/1/2020,146,133,,,
Santa Barbara County,5/1/2020,101,62,,,
Santa Clara County,5/1/2020,660,240,105,105,
Santa Cruz County,5/1/2020,63,37,35,,
Shasta County,5/1/2020,20,11,,,
Sierra County,5/1/2020,,,,,
Siskiyou County,5/1/2020,,,,,
Solano County,5/1/2020,238,,,,
Sonoma County,5/1/2020,71,71,,,
Stanislaus County,5/1/2020,121,82,,,
Sutter County,5/1/2020,18,18,,,
Tehama County,5/1/2020,,,,,
Trinity County,5/1/2020,,,,,
Tulare County,5/1/2020,56,,,,
Tuolumne County,5/1/2020,50,,,,
Ventura County,5/1/2020,388,288,,,
Yolo County,5/1/2020,246,226,,,
Yuba County,5/1/2020,31,18,,,
Wilton Rancheria Tribe,5/1/2020,,,,,
Bishop Paiute Tribal Council,5/1/2020,,,,,
Alameda County,5/2/2020,385,343,91,91,
Alpine County,5/2/2020,,,,,
Amador County,5/2/2020,,,,,
Butte County,5/2/2020,96,96,,,
Calaveras County,5/2/2020,73,25,,,
Colusa County,5/2/2020,,,,,
Contra Costa County,5/2/2020,444,233,,,
Del Norte County,5/2/2020,,,,,
El Dorado County,5/2/2020,26,,,,
Fresno County,5/2/2020,305,250,28,28,
Glenn County,5/2/2020,,,,,
Humboldt County,5/2/2020,64,35,15,,
Imperial County,5/2/2020,,,37,,
Inyo County,5/2/2020,,,,,
Kern County,5/2/2020,,,15,15,
Kings County,5/2/2020,,,,,
Lake County,5/2/2020,15,,,,
Lassen County,5/2/2020,13,13,,,
Los Angeles County,5/2/2020,3419,1750,651,651,
Madera County ,5/2/2020,21,21,,,
Marin County ,5/2/2020,169,98,44,,
Mariposa County,5/2/2020,44,13,,,
Mendocino County,5/2/2020,170,131,,,
Merced County,5/2/2020,112,61,,,
Modoc County,5/2/2020,,,,,
Mono County,5/2/2020,,,,,
Monterey County,5/2/2020,142,,108,15,
Napa County ,5/2/2020,97,53,18,12,
Nevada County ,5/2/2020,50,14,,,
Orange County,5/2/2020,402,137,78,78,
Placer County,5/2/2020,73,26,12,12,
Plumas County,5/2/2020,,,,,
Riverside County,5/2/2020,258,258,15,15,
Sacramento County,5/2/2020,275,168,63,63,
San Benito County,5/2/2020,67,45,,,
San Bernardino County,5/2/2020,50,37,20,,20
San Diego County,5/2/2020,2029,409,44,44,
San Francisco,5/2/2020,1795,904,91,91,
San Joaquin County,5/2/2020,,,,,
San Luis Obispo County,5/2/2020,155,,14,14,
San Mateo County,5/2/2020,146,133,,,
Santa Barbara County,5/2/2020,111,75,,,
Santa Clara County,5/2/2020,660,267,105,105,
Santa Cruz County,5/2/2020,63,43,35,,
Shasta County,5/2/2020,20,13,,,
Sierra County,5/2/2020,,,,,
Siskiyou County,5/2/2020,,,,,
Solano County,5/2/2020,238,,,,
Sonoma County,5/2/2020,71,71,,,
Stanislaus County,5/2/2020,121,82,,,
Sutter County,5/2/2020,19,19,,,
Tehama County,5/2/2020,,,,,
Trinity County,5/2/2020,,,,,
Tulare County,5/2/2020,56,,,,
Tuolumne County,5/2/2020,50,,,,
Ventura County,5/2/2020,388,303,,,
Yolo County,5/2/2020,246,226,,,
Yuba County,5/2/2020,31,18,,,
Wilton Rancheria Tribe,5/2/2020,,,,,
Bishop Paiute Tribal Council,5/2/2020,,,,,
Alameda County,5/3/2020,385,343,91,91,
Alpine County,5/3/2020,,,,,
Amador County,5/3/2020,,,,,
Butte County,5/3/2020,96,96,,,
Calaveras County,5/3/2020,73,25,,,
Colusa County,5/3/2020,,,,,
Contra Costa County,5/3/2020,444,230,,,
Del Norte County,5/3/2020,,,,,
El Dorado County,5/3/2020,26,,,,
Fresno County,5/3/2020,305,250,28,28,
Glenn County,5/3/2020,,,,,
Humboldt County,5/3/2020,64,35,15,,
Imperial County,5/3/2020,,,37,,
Inyo County,5/3/2020,,,,,
Kern County,5/3/2020,,,15,15,
Kings County,5/3/2020,,,,,
Lake County,5/3/2020,15,,,,
Lassen County,5/3/2020,13,13,,,
Los Angeles County,5/3/2020,3631,1945,658,651,
Madera County ,5/3/2020,21,21,,,
Marin County ,5/3/2020,169,98,44,,
Mariposa County,5/3/2020,44,13,,,
Mendocino County,5/3/2020,170,131,,,
Merced County,5/3/2020,112,61,,,
Modoc County,5/3/2020,,,,,
Mono County,5/3/2020,,,,,
Monterey County,5/3/2020,142,,108,15,
Napa County ,5/3/2020,97,53,18,12,
Nevada County ,5/3/2020,50,14,,,
Orange County,5/3/2020,402,137,78,78,
Placer County,5/3/2020,73,26,12,12,
Plumas County,5/3/2020,,,,,
Riverside County,5/3/2020,258,258,15,15,
Sacramento County,5/3/2020,275,168,63,63,
San Benito County,5/3/2020,67,44,,,
San Bernardino County,5/3/2020,50,37,20,,20
San Diego County,5/3/2020,2029,409,44,44,
San Francisco,5/3/2020,1795,906,91,91,
San Joaquin County,5/3/2020,,,,,
San Luis Obispo County,5/3/2020,155,,14,14,
San Mateo County,5/3/2020,146,133,,,
Santa Barbara County,5/3/2020,111,75,,,
Santa Clara County,5/3/2020,660,267,105,105,
Santa Cruz County,5/3/2020,63,47,35,,
Shasta County,5/3/2020,20,13,,,
Sierra County,5/3/2020,,,,,
Siskiyou County,5/3/2020,,,,,
Solano County,5/3/2020,238,,,,
Sonoma County,5/3/2020,71,71,,,
Stanislaus County,5/3/2020,121,82,,,
Sutter County,5/3/2020,19,19,,,
Tehama County,5/3/2020,,,,,
Trinity County,5/3/2020,,,,,
Tulare County,5/3/2020,56,,,,
Tuolumne County,5/3/2020,50,,,,
Ventura County,5/3/2020,388,303,,,
Yolo County,5/3/2020,246,226,,,
Yuba County,5/3/2020,31,18,,,
Wilton Rancheria Tribe,5/3/2020,,,,,
Bishop Paiute Tribal Council,5/3/2020,,,,,
Alameda County,5/4/2020,385,343,91,91,
Alpine County,5/4/2020,,,,,
Amador County,5/4/2020,,,,,
Butte County,5/4/2020,97,97,,,
Calaveras County,5/4/2020,73,25,,,
Colusa County,5/4/2020,,,,,
Contra Costa County,5/4/2020,443,230,,,
Del Norte County,5/4/2020,,,,,
El Dorado County,5/4/2020,26,,,,
Fresno County,5/4/2020,305,250,28,28,
Glenn County,5/4/2020,,,,,
Humboldt County,5/4/2020,64,35,15,,
Imperial County,5/4/2020,,,37,,
Inyo County,5/4/2020,,,,,
Kern County,5/4/2020,,,15,15,
Kings County,5/4/2020,,,,,
Lake County,5/4/2020,15,,,,
Lassen County,5/4/2020,13,13,,,
Los Angeles County,5/4/2020,3631,1945,651,651,
Madera County ,5/4/2020,21,21,,,
Marin County ,5/4/2020,169,98,44,,
Mariposa County,5/4/2020,44,13,,,
Mendocino County,5/4/2020,176,136,,,
Merced County,5/4/2020,112,61,,,
Modoc County,5/4/2020,,,,,
Mono County,5/4/2020,,,,,
Monterey County,5/4/2020,142,,108,15,
Napa County ,5/4/2020,97,54,18,12,
Nevada County ,5/4/2020,50,14,,,
Orange County,5/4/2020,402,145,78,78,
Placer County,5/4/2020,73,26,12,12,
Plumas County,5/4/2020,,,,,
Riverside County,5/4/2020,261,261,15,15,
Sacramento County,5/4/2020,423,235,63,63,
San Benito County,5/4/2020,67,49,,,
San Bernardino County,5/4/2020,50,37,20,,20
San Diego County,5/4/2020,2029,409,44,44,
San Francisco,5/4/2020,1795,965,91,91,
San Joaquin County,5/4/2020,,,,,
San Luis Obispo County,5/4/2020,155,,14,14,
San Mateo County,5/4/2020,147,139,,,
Santa Barbara County,5/4/2020,110,74,,,
Santa Clara County,5/4/2020,660,292,105,105,
Santa Cruz County,5/4/2020,63,47,35,,
Shasta County,5/4/2020,20,16,,,
Sierra County,5/4/2020,,,,,
Siskiyou County,5/4/2020,,,,,
Solano County,5/4/2020,238,,,,
Sonoma County,5/4/2020,71,71,,,
Stanislaus County,5/4/2020,121,82,,,
Sutter County,5/4/2020,19,19,,,
Tehama County,5/4/2020,,,,,
Trinity County,5/4/2020,,,,,
Tulare County,5/4/2020,40,,,,
Tuolumne County,5/4/2020,50,,,,
Ventura County,5/4/2020,388,303,,,
Yolo County,5/4/2020,246,228,,,
Yuba County,5/4/2020,29,18,,,
Wilton Rancheria Tribe,5/4/2020,,,,,
Bishop Paiute Tribal Council,5/4/2020,,,,,
Alameda County,5/5/2020,483,347,91,91,
Alpine County,5/5/2020,,,,,
Amador County,5/5/2020,,,,,
Butte County,5/5/2020,97,97,,,
Calaveras County,5/5/2020,73,25,,,
Colusa County,5/5/2020,,,,,
Contra Costa County,5/5/2020,443,225,,,
Del Norte County,5/5/2020,19,,,,
El Dorado County,5/5/2020,26,,,,
Fresno County,5/5/2020,305,250,28,28,
Glenn County,5/5/2020,,,,,
Humboldt County,5/5/2020,64,40,15,,
Imperial County,5/5/2020,,,37,,
Inyo County,5/5/2020,,,,,
Kern County,5/5/2020,,,15,15,
Kings County,5/5/2020,,,,,
Lake County,5/5/2020,15,,,,
Lassen County,5/5/2020,13,13,,,
Los Angeles County,5/5/2020,3631,1945,651,651,
Madera County ,5/5/2020,21,21,,,
Marin County ,5/5/2020,169,99,44,,
Mariposa County,5/5/2020,44,13,,,
Mendocino County,5/5/2020,176,136,,,
Merced County,5/5/2020,112,61,,,
Modoc County,5/5/2020,,,,,
Mono County,5/5/2020,,,,,
Monterey County,5/5/2020,142,,108,15,
Napa County ,5/5/2020,97,54,18,12,
Nevada County ,5/5/2020,70,,,,
Orange County,5/5/2020,666,154,78,78,
Placer County,5/5/2020,73,30,12,12,
Plumas County,5/5/2020,,,,,
Riverside County,5/5/2020,269,269,15,15,
Sacramento County,5/5/2020,423,242,63,63,
San Benito County,5/5/2020,67,49,,,
San Bernardino County,5/5/2020,50,37,20,,20
San Diego County,5/5/2020,2029,409,44,44,
San Francisco,5/5/2020,1795,973,91,91,
San Joaquin County,5/5/2020,,,,,
San Luis Obispo County,5/5/2020,155,,14,14,
San Mateo County,5/5/2020,147,142,,,
Santa Barbara County,5/5/2020,107,74,,,
Santa Clara County,5/5/2020,660,298,105,105,
Santa Cruz County,5/5/2020,63,47,35,,
Shasta County,5/5/2020,20,16,,,
Sierra County,5/5/2020,,,,,
Siskiyou County,5/5/2020,,,,,
Solano County,5/5/2020,238,,,,
Sonoma County,5/5/2020,71,71,,,
Stanislaus County,5/5/2020,121,84,,,
Sutter County,5/5/2020,19,19,,,
Tehama County,5/5/2020,,,,,
Trinity County,5/5/2020,,,,,
Tulare County,5/5/2020,56,14,,,
Tuolumne County,5/5/2020,50,,,,
Ventura County,5/5/2020,388,302,,,
Yolo County,5/5/2020,246,227,,,
Yuba County,5/5/2020,29,18,,,
Wilton Rancheria Tribe,5/5/2020,,,,,
Bishop Paiute Tribal Council,5/5/2020,,,,,
Alameda County,5/6/2020,483,335,91,91,
Alpine County,5/6/2020,,,,,
Amador County,5/6/2020,,,,,
Butte County,5/6/2020,104,104,,,
Calaveras County,5/6/2020,73,25,,,
Colusa County,5/6/2020,,,,,
Contra Costa County,5/6/2020,443,223,,,
Del Norte County,5/6/2020,19,,,,
El Dorado County,5/6/2020,26,,,,
Fresno County,5/6/2020,305,250,28,28,
Glenn County,5/6/2020,,,,,
Humboldt County,5/6/2020,64,40,15,,
Imperial County,5/6/2020,,,37,,
Inyo County,5/6/2020,,,,,
Kern County,5/6/2020,,,15,15,
Kings County,5/6/2020,,,,,
Lake County,5/6/2020,15,,,,
Lassen County,5/6/2020,,,,,
Los Angeles County,5/6/2020,3820,1945,651,651,
Madera County ,5/6/2020,21,21,,,
Marin County ,5/6/2020,169,99,44,,
Mariposa County,5/6/2020,44,13,,,
Mendocino County,5/6/2020,180,140,,,
Merced County,5/6/2020,112,65,,,
Modoc County,5/6/2020,,,,,
Mono County,5/6/2020,,,,,
Monterey County,5/6/2020,142,,108,15,
Napa County ,5/6/2020,97,54,18,12,
Nevada County ,5/6/2020,70,,,,
Orange County,5/6/2020,666,162,78,78,
Placer County,5/6/2020,73,30,12,12,
Plumas County,5/6/2020,,,,,
Riverside County,5/6/2020,273,273,15,15,
Sacramento County,5/6/2020,423,256,63,63,
San Benito County,5/6/2020,67,59,,,
San Bernardino County,5/6/2020,50,37,20,,20
San Diego County,5/6/2020,2029,409,44,44,
San Francisco,5/6/2020,1795,981,91,91,
San Joaquin County,5/6/2020,,,,,
San Luis Obispo County,5/6/2020,155,,14,14,
San Mateo County,5/6/2020,147,144,,,
Santa Barbara County,5/6/2020,107,76,,,
Santa Clara County,5/6/2020,682,300,105,105,
Santa Cruz County,5/6/2020,63,44,35,,
Shasta County,5/6/2020,20,16,,,
Sierra County,5/6/2020,,,,,
Siskiyou County,5/6/2020,,,,,
Solano County,5/6/2020,238,,,,
Sonoma County,5/6/2020,71,71,,,
Stanislaus County,5/6/2020,121,85,,,
Sutter County,5/6/2020,19,19,,,
Tehama County,5/6/2020,,,,,
Trinity County,5/6/2020,,,,,
Tulare County,5/6/2020,56,14,,,
Tuolumne County,5/6/2020,50,,,,
Ventura County,5/6/2020,388,305,,,
Yolo County,5/6/2020,246,226,,,
Yuba County,5/6/2020,21,19,,,
Wilton Rancheria Tribe,5/6/2020,,,,,
Bishop Paiute Tribal Council,5/6/2020,,,,,
Alameda County,5/7/2020,483,331,91,91,
Alpine County,5/7/2020,,,,,
Amador County,5/7/2020,,,,,
Butte County,5/7/2020,103,103,,,
Calaveras County,5/7/2020,73,25,,,
Colusa County,5/7/2020,,,,,
Contra Costa County,5/7/2020,443,236,,,
Del Norte County,5/7/2020,19,,,,
El Dorado County,5/7/2020,26,,,,
Fresno County,5/7/2020,305,250,28,28,
Glenn County,5/7/2020,,,,,
Humboldt County,5/7/2020,64,40,15,,
Imperial County,5/7/2020,,,37,,
Inyo County,5/7/2020,,,,,
Kern County,5/7/2020,,,15,15,
Kings County,5/7/2020,,,,,
Lake County,5/7/2020,15,,,,
Lassen County,5/7/2020,,,,,
Los Angeles County,5/7/2020,3820,1945,651,651,
Madera County ,5/7/2020,21,21,,,
Marin County ,5/7/2020,169,100,44,,
Mariposa County,5/7/2020,44,13,,,
Mendocino County,5/7/2020,180,140,,,
Merced County,5/7/2020,112,65,,,
Modoc County,5/7/2020,,,,,
Mono County,5/7/2020,,,,,
Monterey County,5/7/2020,142,17,108,15,
Napa County ,5/7/2020,97,53,18,12,
Nevada County ,5/7/2020,70,,,,
Orange County,5/7/2020,666,172,78,78,
Placer County,5/7/2020,73,30,12,12,
Plumas County,5/7/2020,,,,,
Riverside County,5/7/2020,273,273,15,15,
Sacramento County,5/7/2020,423,269,63,63,
San Benito County,5/7/2020,67,57,,,
San Bernardino County,5/7/2020,50,37,20,,20
San Diego County,5/7/2020,2029,409,44,44,
San Francisco,5/7/2020,1795,999,91,91,
San Joaquin County,5/7/2020,,,,,
San Luis Obispo County,5/7/2020,155,,14,14,
San Mateo County,5/7/2020,147,147,,,
